GeneFamily	SRR4096731	SRR4096732	SRR4096733	SRR4096734	SRR4096735	SRR4096736	SRR4096737	SRR4096738	SRR4096739	SRR4096740	SRR4096741	SRR4096742	SRR4096743	SRR4096744	SRR4096745	SRR4096746	SRR4096747	SRR4096748	SRR4096749	SRR4096750	SRR4096751	SRR4096752	SRR4096753	SRR4096754	SRR4096755	SRR4096756	SRR4096757	SRR4096758	SRR4096759
K07007	399.2359090941	79.2882639354	150.2053297686	107.3825473310	30.7290414701	138.3493914448	41.3900123912	48.2174993375	0	401.8523745447	102.2694857123	0	388.4172889558	55.1895373555	43.5870356038	248.0362920539	45.1573348256	0	142.9605776984	40.0815520672	19.4939182972	0	23.0658347500	137.0421566562	19.7578818408	52.8894165077	152.0799202879	62.6401308916	63.4764010351
K07008	0	0	32.9142856505	132.5925841755	38.3347817564	0	7.7120751233	0	0	284.2457145265	39.2049103672	0	0	71.4011932098	20.9014535904	212.5368044452	28.1726380974	0	81.6839043973	0	13.3658172936	0	0	17.7138465854	11.7978456390	0	0	16.0527838816	0
K07009	651.9268418755	48.5303591684	193.9600663490	897.8897584998	60.9810026367	402.0559941127	2686.2587587970	151.7553339234	414.0730913664	5969.1080434786	1895.0233799135	368.4359301646	572.4372695839	107.9846940161	5577.2784953215	3162.9643717255	2039.2735767144	1364.4132009399	3130.4990676137	1313.2743514704	522.9217004517	559.5892661973	51.4972684138	150.2991494428	29.4656406942	201.5408516822	351.5900586917	247.9527290691	178.8394387852
K07010	175.2499244042	5.9536975905	84.3477553051	601.4894306830	38.9967178071	127.9876646517	2239.9394173403	76.4033846806	319.9545622874	4383.6984462371	1512.4971059409	246.4676929510	81.0976946774	27.2573978415	4496.6385612349	2310.3443874460	1452.5080442134	1215.0110175238	2136.1898598033	503.4305456273	338.6313579433	492.9837398969	11.5124954021	38.0985356473	18.7420563030	133.0879879720	160.9945049459	135.5929692180	49.1623621127
K07011	151.4239976763	181.3217488731	83.4983372373	54.9381521451	0	156.3283002421	106.6698980860	0	148.4251575348	60.8896967173	187.2151978031	108.6655872085	199.2829095721	73.4390669512	112.0310159829	33.8124806616	77.9630878137	98.6048254967	0	110.3755010677	0	148.0156270777	102.9063654142	0	38.9276737710	128.0877338813	140.8188776848	107.6343536754	20.0205639795
K07012	46.7865967226	36.7656616671	57.1312543106	206.6170743782	28.0421115392	63.8124390906	244.9707962626	58.5249930198	124.3143217928	659.5945312033	260.3748044620	68.2998860228	51.6629064759	36.3599815099	955.3620288949	297.2421397244	199.8791832252	148.2945851968	435.1687845128	219.3819595638	62.9658674554	95.5521124451	24.1337399026	20.7817806448	12.8119781688	91.6883582783	55.4825223785	32.9161930670	18.6134156419
K07014	0	0	0	0	9.8671066017	0	0	0	0	111.8277715084	19.1182907272	0	0	0	14.4843568946	44.6091361703	0	0	56.1979632184	0	8.6906141367	0	0	12.7462340672	0	0	0	8.1112398610	0
K07015	740.6453194322	124.8102380118	271.0484772866	709.2195207054	40.6486241385	367.8107334157	1814.1425273318	90.6254081936	292.5857257506	4477.8599690661	1701.2858613716	260.3646897801	624.8135798869	48.9585088946	3757.4694901186	2105.0254500328	1486.7700438909	1088.9382299982	2428.9435748840	1026.6269596395	373.2786464586	539.4647050105	54.9656101234	178.3061140256	30.4522412102	132.6549984845	350.6997646131	242.9193550071	89.9711096404
K07017	8.2953834645	0	0	83.3574111845	29.0244816543	0	9.2987361389	46.1232034267	0	287.2596165426	15.9915254731	0	0	40.6243523375	0	137.7392522790	9.2877299067	0	59.1965261366	0	0	0	0	0	0	24.1051122323	0	22.8870053154	0
K07018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.9212428197	0	0	0	0	0	0	0	0	0	0	0	0	0
K07019	8.0971659919	0	10.0872324926	0	14.0769565005	0	0	0	0	165.8713070201	30.3594581228	0	0	7.0850202429	11.1336032389	75.0125856962	0	0	65.7266508988	0	14.1690170826	0	0	16.1936903479	0	0	0	30.3261523571	7.0839968397
K07020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.3618400823	0	0	0	0	0	0	0	0	0	0	0	0	0
K07021	289.5524573729	89.8492388662	122.0342751452	537.0725400685	23.0272103157	155.4056960949	1781.8306137638	61.0991453427	407.6421079887	3920.0891230340	1423.0918632301	309.7339443075	239.3832193090	23.3828348740	3599.4093090295	2167.3968583967	1359.1382085608	1464.4822405392	1591.4673875499	438.5020577374	267.4044387447	534.5574614871	17.0908713693	109.5907527594	11.3075747384	88.6819905817	167.3226669014	176.6055897280	50.9932583123
K07023	230.0084029536	101.5224890613	150.3799952359	840.0106235782	64.8926576811	304.0896990353	3251.3606207687	114.5534846953	542.4451440155	6575.8655350844	2318.7504259245	417.6605051263	74.6543847787	57.4442787906	6549.2501209100	3496.2261577133	2165.9960282060	1920.4274275557	3096.4423550639	829.7731575926	482.4839712169	703.7157564780	30.9440007934	58.1453730827	22.6333268547	231.9488265415	204.6940024715	297.7775026546	102.0107300037
K07024	2986.6639684110	614.1687748961	1287.4311770178	5633.3317922057	454.6508008007	2229.8315472201	18123.4421021295	834.9086303297	3174.2937397556	40060.4577825464	15488.7672175420	2399.0481479046	2327.1837135801	589.8572312915	37987.8441809062	20057.3671474435	12718.4662255929	10347.1204586425	19691.3233067940	6570.4251360000	3205.9348645632	4308.8484463508	511.2020238722	768.1661399077	307.9895007837	1856.7007445646	1894.5030418404	1985.0964555566	680.7281103887
K07025	766.2905326842	111.4540501435	266.1940693557	830.8909007802	83.6440093275	415.3138017641	2847.8475913697	132.6484354733	432.2241636339	6177.3519045819	2285.0026933179	391.9463188776	678.6162189283	87.3025308063	5595.5939551216	3008.6517967843	1958.6274408865	1631.1585942066	2837.3673500144	695.0338966737	508.5388193980	553.0378700898	47.9439240009	240.3420573386	38.7283535204	246.8688722953	378.5217795413	340.8878670328	175.2111070917
K07026	7.6822253569	0	0	0	0	0	0	0	0	97.1613171554	0	0	0	0	8.9628681178	35.9513744008	0	0	49.9310716379	0	0	0	0	0	0	0	0	10.2632582348	0
K07027	460.0584270897	295.2806095247	297.6391958685	805.9783052089	86.0788936091	469.4956538218	2446.9949687383	217.4989973405	617.9955438334	4803.9758848171	2199.8241614400	412.0706947083	401.2059302084	198.0430784960	4694.3414830784	2499.8000547162	1755.8651278783	1622.3290752175	2639.3819379271	1145.6751618748	411.0554057351	784.9779665401	191.5664910054	183.3662671595	85.0157498518	391.5502918664	379.9669635897	466.3149057386	84.4825262642
K07029	1576.9295274267	681.5343124453	910.8430227059	1363.4771208116	152.5823752313	1278.8104577635	3795.1391404254	681.3745933047	1213.7175999850	7237.6053502759	3563.0165615974	1046.2543101485	1426.8553017024	633.0647803383	7008.4741426558	3800.5994233185	3325.6485309067	2217.1586005982	4126.1461771888	2343.5838931852	683.5183411773	1564.1837223266	590.9050343505	549.2094985926	248.5528508933	834.5663231370	1078.5411703100	846.6969176190	287.6942099677
K07030	795.7389546787	185.2515904760	294.7689779019	896.2297789969	63.4711762650	487.6393139470	2054.4403903313	250.7222864589	476.0526550854	4903.8771393867	1929.2038253564	370.2218898918	788.9926190628	196.1072206663	4073.0512536055	2727.1113367903	1730.7126930479	1333.0705291405	2407.7366146007	1258.1516788447	368.0263954460	616.5878749848	174.7095368877	285.9826118357	109.3298970168	310.9860337917	515.7890125448	318.3247055701	151.5094892966
K07031	31.8755700104	74.3141403131	25.8683354292	0	12.9815211752	87.6847847031	0	79.7466461704	0	0	49.8608644836	8.7321105308	56.0636162213	30.9706018878	5.8833372787	8.9437904500	19.0071916049	14.5655437059	0	0	0	0	40.4947964315	0	9.2150901049	37.9288091051	10.7515813904	40.4898016631	0
K07032	0	0	0	0	0	0	0	0	0	28.4421460892	67.8733031674	0	0	0	0	24.1290855151	0	0	0	0	0	0	0	0	0	0	0	0	0
K07033	100.2139066009	102.1856872611	53.4045745103	191.1655708106	24.0464558361	91.8141520188	538.4929094441	67.1767581773	148.4764100654	915.6368663881	499.5254269458	118.7445415376	80.5194349743	60.7688447166	786.7373229440	606.9718637471	422.8561191248	434.0746900014	383.3785171105	170.9752518729	56.9068157643	180.4068330899	68.5491101718	67.1789712433	0	85.0018632186	76.3109616037	95.4207903295	49.3016177679
K07034	0	0	11.1454972789	0	9.3984962406	0	0	9.4456362734	0	144.5366897046	48.9819327293	0	0	5.6390977444	15.0375939850	79.9660113756	0	0	59.6149560837	0	14.8579503390	0	0	7.5187969925	0	0	0	13.0290640156	0
K07035	198.2211938051	186.8018700461	124.8987255415	307.9625623165	59.7705246542	199.5181370508	970.9350495367	99.3150851012	176.7233353602	1315.9272090152	750.5176519960	217.9780749043	179.2300194178	108.6381136622	1317.1359978506	870.7065503603	927.7602145650	504.4774975526	976.2433812338	527.6780320059	173.3531114948	307.3489131742	131.7743885672	176.9893356924	53.0996885913	139.8767023549	168.7767744898	216.2471634995	117.0518096803
K07037	402.3660768027	356.8700476228	298.3711362022	219.1602333591	44.5283743131	392.3095635987	291.9588371862	298.5144135144	411.6131538461	285.2903732615	438.7350762759	311.3953113209	491.9423374361	302.3151701798	306.3259989118	148.5158090812	281.6900709636	248.6995527870	53.5651133992	432.6060923824	0	504.9110986044	275.6964524768	194.1643611414	110.4466331667	265.8749660724	342.3680620148	313.9485597962	68.5156167551
K07038	190.2737798001	24.4896307876	82.3445693579	533.5197159700	41.7316947706	146.3536935163	1058.3254504182	57.3515041785	173.2354275597	3288.7980356199	1351.5276771352	138.1549798293	25.6601881036	18.5584950741	2325.2575643180	1510.2009530352	1090.8991159115	648.4483143551	1959.2283631872	885.4552713703	306.5019835478	322.4833712112	25.3164556962	34.6643622658	11.0546040887	32.9735533454	86.7826836133	161.3335757950	38.3655666848
K07039	0	0	12.0036227956	0	8.5748009973	0	0	10.7003027445	0	82.9172878880	13.6213381063	0	0	0	11.0935023772	65.4518708873	26.1956394959	0	37.2241977527	0	0	0	0	0	0	0	0	0	0
K07040	201.9390854820	36.8734153434	87.5871573775	709.2420105257	68.9639999757	182.7652556072	1920.4288738385	69.0861634628	305.2254937528	4779.6635580190	1842.1202927156	211.1814084264	49.8498271480	54.6571971168	3816.3609119369	2272.6275240425	1455.2979395954	1124.4474166670	2355.1149580134	875.3434497689	407.1898162655	443.3726645426	18.9985466012	27.7075417307	23.1426400329	155.1606289817	145.3467148929	175.2961909811	61.9239774965
K07041	41.5761215230	97.0100172057	0	13.8592750533	0	0	68.7616265361	39.9772903891	95.9467159548	33.0487565218	73.5582687577	54.3690284312	0	30.3833833401	68.7587838998	0	34.6467996884	130.0592458861	0	0	0	0	0	67.1620677672	0	0	25.5856666694	0	0
K07042	601.2322078146	129.7114274241	269.9089257266	1031.1846238952	105.1218551125	409.1723934693	1815.7723558723	339.8432558567	329.4166699850	4413.7678430436	1526.2622078138	240.0693351919	504.6665228894	185.5961275360	3406.2569812481	2404.3817595739	1310.3772914061	937.3838121280	2466.5210411738	793.8001090432	354.3915580468	389.1295628633	60.2252753691	191.3806845759	78.1184057046	216.2270165448	287.7147507629	213.2070894555	107.3563988614
K07043	18.2998381461	48.7877067125	56.5150654566	19.0196235041	59.6220073156	100.9124526431	11.6535751927	46.7268122084	0	183.1472947235	78.9343862494	0	0	17.8513436984	38.2926164060	186.2538104769	21.1117830727	11.0381620410	115.0567485745	34.1361067917	17.6720984643	19.1672783808	12.1871321699	33.6346356208	0	36.2524814815	0	57.9412895606	7.1844330547
K07045	78.2051763656	71.3920336335	71.2552609354	52.3421341667	14.9486762838	121.4381650207	64.3975793820	62.5515779188	85.0620212319	37.3500403397	157.1470228734	65.0248804967	75.3313571391	73.8720204652	69.3704659885	33.0817287575	62.1660831181	62.5714514586	13.7578219499	73.3680622807	0	85.7686496280	51.0400803959	49.7836736255	25.0943240472	86.9976955202	99.6998238327	58.7208315385	0
K07046	0	0	11.0487765803	0	0	46.1790367375	0	69.5621763407	0	0	8.1896413682	0	0	16.5891082847	0	0	0	0	0	0	0	0	0	0	0	16.2957983751	0	13.5851129727	0
K07047	14.3179568812	0	0	10.9708511926	0	11.0541951849	51.4179600030	0	24.1048227833	81.3746439683	33.8716703357	20.8379150330	0	0	104.7870086577	54.2310473028	62.3071771871	27.8751367989	33.1637384487	10.9992213227	0	34.9109857952	0	0	0	9.7526635023	0	14.1529916711	0
K07048	0	0	7.1081955275	0	15.2436376194	0	6.6057586511	13.0248118205	0	284.8569680423	28.1187015388	0	0	7.1006412043	23.3782704994	100.1650375246	0	0	100.5187214106	0	16.2684873454	0	0	23.5376288447	0	0	0	23.3544707819	9.4786729858
K07052	411.5021054849	53.9039201147	210.4010167845	1570.5509635046	82.4072373637	439.4228401476	5511.8607133394	178.2190738747	852.1056500154	12311.3770380845	4101.8491295632	580.0827585039	106.9139265994	110.8763165302	10462.1924034958	6021.7391522989	4178.5261832915	2859.7109339319	6282.0530443029	2383.6196191763	1125.7121869992	1279.7139326158	55.4855647075	50.8650840872	50.7383343960	391.8655184736	310.6250674138	462.6858797615	154.4488915423
K07053	81.9629079327	59.1629651096	42.1217673640	45.0563951823	18.8861405028	45.4166801446	33.7253855951	38.1916126924	44.3036204008	130.8146955744	60.1165415105	36.1650180034	0	42.0646645143	29.6427279804	116.0027639472	46.1644321319	47.4287727719	50.7581188746	46.1695641226	5.9860574710	38.0926942521	46.9683591266	45.1081724419	0	45.3272416664	54.9540880638	30.4305825041	8.3527240717
K07054	8.4441665196	0	9.5845577808	0	14.3858114317	0	0	5.9737601528	0	88.0623387730	29.8838825093	0	0	0	9.6321330905	100.9684784524	8.1263870304	0	66.1330571482	0	0	0	0	0	0	0	0	18.0046831760	0
K07055	0	0	0	0	0	0	11.6160777664	10.6711629854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K07056	1923.8206626732	1708.3491306880	1396.4424027792	1756.4623817966	268.5788440379	2129.8197598730	3438.3328855410	1488.2214290628	2199.4646027533	5822.7260398493	3719.6496586203	1594.5702084735	2537.3858253192	1330.5487533854	5995.7353466326	3229.0050491380	2761.6743546707	2634.0087611155	3567.6279089186	2371.2035540932	516.7699564483	2538.3163320095	1327.9344282943	1108.6064670458	551.3556139513	1485.7840951809	1810.0633677563	1523.9646764057	308.0745850383
K07058	604.8997215816	223.7479651545	343.8607412004	732.5491122724	80.8136269486	550.6723984924	2105.8021364489	233.0668323516	595.1826828158	4926.6680914457	1901.8421138395	430.4363982662	423.8725225677	176.9861331279	3821.0204734792	2225.4652396857	1451.5986620305	1362.8869809195	2360.6947848020	913.0790826145	428.5510411554	716.7784045702	184.1882731289	220.2739712334	83.3868063031	300.7871855900	383.3216959600	470.9482284007	115.6349343919
K07062	8.2417582418	0	26.5833215625	0	26.8076552948	0	24.3122275735	8.0684553218	0	379.7748614254	18.9718658305	0	0	0	16.4835164835	35.7142857143	0	0	115.6933464827	0	16.0377923407	0	0	0	0	0	0	39.6624901045	0
K07067	0	0	11.4371691022	52.3285539186	0	0	19.3061685152	0	0	50.4495307108	41.5756499925	0	0	0	0	172.7089189597	0	0	40.7993316999	34.8191184727	0	0	0	0	0	0	0	15.5056009851	0
K07068	0	35.7067589944	0	8.2342315219	0	0	0	24.7177480054	43.9335049261	19.2157569207	32.9520206569	24.7102624152	0	13.7362637363	0	0	0	68.6437673413	0	0	0	0	0	21.9780219780	0	0	0	0	0
K07069	27.8874166204	28.0063830457	0	0	0	44.7916849350	0	16.8616296115	0	0	50.2615276395	22.3482134509	45.2824580502	0	68.1505683392	0	0	45.1054680734	62.3311279904	33.1908102694	0	44.9797369871	22.3722499920	33.7584593284	0	22.3465341609	0	0	16.6886654403
K07070	0	12.0481927711	0	12.0481927711	0	0	0	12.0481927711	0	120.2302795442	60.2409638554	0	0	0	36.1445783133	64.6846911546	0	0	36.0007180132	0	0	0	0	0	0	0	0	12.0481927711	12.0121203376
K07071	0	15.4971101753	0	0	0	0	0	0	0	69.7580452627	20.9665311029	0	0	0	9.2515463097	52.5067659743	0	0	38.9954221164	0	11.6400898828	0	0	10.4691960921	0	0	0	6.9848661234	19.3113759499
