GeneFamily	SRR4096731	SRR4096732	SRR4096733	SRR4096734	SRR4096735	SRR4096736	SRR4096737	SRR4096738	SRR4096739	SRR4096740	SRR4096741	SRR4096742	SRR4096743	SRR4096744	SRR4096745	SRR4096746	SRR4096747	SRR4096748	SRR4096749	SRR4096750	SRR4096751	SRR4096752	SRR4096753	SRR4096754	SRR4096755	SRR4096756	SRR4096757	SRR4096758	SRR4096759
K01598	0	0	0	0	0	0	0	0	0	13.4578473350	21.1538461538	0	0	0	0	13.4615384615	0	0	0	0	0	0	0	0	0	0	0	0	0
K01599	30.2534621645	18.9374543448	161.7462560641	445.9273418137	178.0574716340	98.3592734474	28.0932340210	307.3878660974	0	723.9163000274	116.9815969487	10.0456731647	15.8171652902	220.5958960480	73.8986209337	517.0675727337	89.9755458297	23.3535147427	177.4793811351	57.1562548210	25.2082924066	17.5331642048	10.4472043312	36.8747360081	46.4534666054	101.9653673379	104.8931156522	70.2579447063	49.7230886924
K01605	103.3106439720	124.2138671779	106.6657182032	243.4652456940	29.7595874941	99.3418381361	79.4642414678	203.9866218518	107.7295971691	421.8214387234	126.6172750875	110.2222996737	223.8637861742	163.9067840124	116.9024882975	242.2620022105	239.0197099831	99.0916713733	268.7636867029	609.5739623255	48.6201714089	246.9056914244	129.2084070891	104.0466487429	51.0871799348	105.6873983736	153.4728759699	64.2595917491	66.1086566292
K01606	107.4820481902	72.7898599683	62.4879700976	35.0693936569	0	107.5760672296	57.7454023113	85.0892889124	90.4093491016	0	105.1266347709	62.5947714137	127.7339384552	67.5569257759	60.2205908410	20.0378773615	57.6952128440	92.5946771873	0	37.5759112165	0	87.8651752969	40.0067045897	40.0758167569	25.0567363832	65.0007833914	100.1766987616	45.1825247936	0
K01607	140.4088416834	150.2740551792	104.1153490421	155.5241978279	29.4574437572	162.1815883056	111.8842025576	160.2508959540	182.1024260757	171.1241702436	138.1522284478	78.2560972467	215.4624965863	130.7703365673	140.3562596960	106.1587728278	136.6065018328	165.3903998792	91.6574298526	131.4484496650	11.0735934946	180.4734050106	125.6439878879	143.2905276440	48.7172365279	136.4728583552	97.5329159986	121.6993073860	0
K01608	5.6763042177	0	39.6092829415	0	41.8609676059	0	0	7.9585018281	0	124.1010571270	22.2943414923	0	0	11.3555682497	13.0838579054	61.4916989531	0	0	85.3484535181	0	10.9158859023	0	0	10.2356624000	0	0	0	30.6343822808	4.5434581052
K01609	80.5978782445	49.7736447903	34.2354921589	0	10.5498493476	100.1363698172	0	57.4429515173	0	104.5992322467	46.9550279530	0	0	46.3090344360	0	59.9427703295	34.1290252575	0	7.5066732590	0	0	0	0	39.5314465383	0	76.0708693889	39.3970944980	43.3295874392	18.4928259662
K01610	4309.3592625248	4250.4839001119	2951.2532686098	2926.1043932157	740.4203797420	4031.0568220868	5246.8843544906	2795.6424212773	4165.0528862793	7267.2467524708	5693.1349992064	3537.6883462089	4664.2002977681	2634.6239255330	7364.7339828808	4152.3744011572	4073.5895424592	5030.7299600069	3226.3387775686	3733.5103962291	551.5641772656	4870.7521527952	3317.9855762317	2813.8401763055	1125.6919948711	3101.7783235693	3735.3773775088	3275.1559559617	641.9872346802
K01611	62.3955650052	54.7447296560	57.8465872774	76.8600688172	23.5554819033	52.4993600204	50.2982437439	101.3534171153	48.8860943447	213.7344740648	119.2033242242	54.0558731778	100.3839592724	42.9688000771	109.4382549973	203.0470519365	67.7474324398	95.0923025783	240.9558763754	94.5523247263	58.5197920942	49.7949107594	42.8826084238	81.1479575104	34.7660026115	75.7888954975	74.5657350321	84.1030133542	19.3508529146
K01613	865.0836945090	786.3279443832	767.8820872415	622.5485195330	119.6448806206	1059.7534270465	1374.7376849784	722.8691839112	996.7247962972	2607.0297451972	1743.3061984349	743.0510613880	1115.9838557666	688.0079732385	2062.9384524775	1158.1335930048	1023.6452720686	951.7357654830	933.8140057051	970.1202690536	182.0349421447	1220.1461742657	625.1128605763	479.3453716370	257.5082426277	703.0578514267	810.6577188006	791.5375654544	106.1724462221
K01619	904.4826143823	691.3556178661	588.3255878982	1369.7562266492	129.7730862293	774.7951397345	2209.2368044587	1021.1589393619	957.1619851834	5728.3143835488	2595.6198671100	792.0285068427	1138.2686325436	819.6784420451	4778.9408661269	3221.5672369420	1686.7255645529	1690.1475980587	2997.0277597270	2021.0827413996	511.8916348461	1331.6505343886	475.4313217172	465.1673590258	273.0312947258	651.8203742988	915.0525367932	862.9978359843	215.7379392995
K01620	106.5011990079	84.0397561060	64.0143766041	62.4914952055	24.4256677838	91.4957548253	67.8798849471	70.8597063175	81.9598695906	253.0506328933	77.2635472691	87.1389750830	76.5690315260	57.7137025202	57.8343746388	90.4350638579	70.6666073420	57.6878517194	58.5449330911	108.0281672205	9.2590794753	132.7168368963	70.7687314123	76.9506389128	25.2485843829	95.0604406139	81.0851451673	94.6024476894	10.1650523475
K01621	202.4720590270	37.1364470181	118.0834104180	621.0863095754	41.9184596307	208.4698206657	2357.0483854141	57.9218808104	379.2525041063	4830.4215868221	1828.2923728534	314.0649296993	71.7997795008	40.6077191150	4787.3753950529	2633.7392458177	1653.2359328255	1324.6140131534	2037.9929128421	662.7317350704	340.5559208473	556.3805016784	46.3168445479	52.8415899681	32.4756154126	156.6174432959	183.4911130352	198.4367998225	104.3059545347
K01622	39.5606182991	76.2724778482	0	12.2323859954	0	0	67.7751615110	31.0596769433	106.4019529746	38.5951318909	67.7648089059	57.4144892929	0	22.5957569076	60.2603968482	0	30.1251825878	121.4695229288	0	0	0	0	0	81.8921054353	0	0	14.1317280690	0	0
K01623	56.4548189282	103.1232806599	38.5939634959	38.5554004716	18.6528683607	27.9702648198	62.4649863534	51.0267416210	67.9422604523	121.7556573777	97.8531132411	41.8406245486	28.9990965493	51.8134007956	88.2064709169	136.3627543447	31.3948190293	97.0668580058	59.9070268905	12.3475879217	7.9624619283	23.2737037400	28.1266202369	91.1790747983	0	21.0951444925	45.4818663275	35.9601427701	48.3742380533
K01624	3592.1152653751	3388.4927547972	2600.6278079794	2859.7469052891	623.7230111023	3565.1346642778	4534.9675824695	2700.6995336629	3467.0482545466	7065.7440478381	5158.5684157926	2828.5426636515	4654.3113258246	2511.2097250356	6653.2209327389	4503.5402640802	3775.9591951110	3850.1688069357	3464.5508394230	3933.0693973279	564.1722966307	4172.3629238237	2724.9456003054	2478.4221309857	1029.8091712532	2944.5493672324	3261.7931304387	2946.6872731033	583.8207358704
K01625	784.5231253395	729.4090430093	920.1825956040	543.6447412039	98.4278428224	1291.7031305546	693.5686069934	535.1584641340	966.7890071715	1090.9104466615	1326.1035780164	682.6988019998	1101.7540971881	510.8876956581	1330.6651763762	519.5235762141	585.2795010092	747.6751266660	622.5884694605	848.0268261725	114.4555080121	1133.7264902155	605.9781148535	455.0999023300	232.1135035291	771.7535157917	859.3633543977	601.5605967102	123.0035167502
K01626	893.6743317988	175.1566001078	426.8448976116	484.0319057969	152.9746936382	533.6006831170	103.8844650741	389.8507004582	96.5068539270	1206.2866522946	210.9757737872	76.7542050785	1079.9135012933	266.4266159761	177.5036777334	549.3026296683	188.3849440795	122.8799754880	343.6045585767	237.8407981974	58.0507595849	117.1161120233	149.4833902145	369.4712651837	91.9125429769	240.9530665389	479.9648239687	220.4286085348	91.1345392372
K01627	681.8023564755	904.7666700192	519.6936278723	935.8179384847	180.9343163513	867.4033304922	522.4435572064	1034.7940188896	814.1260234929	756.3211810607	787.4464176143	614.1611953414	914.5726985428	830.7954002476	603.6368528396	760.0340133650	509.6933874434	479.6000835244	964.0041702084	806.6604168813	119.1386614738	1039.4299860264	480.8293750071	435.4459869252	303.3716032070	646.9624490110	689.8117270692	590.5359350866	108.1821023138
K01628	26.1553683599	0	45.3722007848	245.2529768382	62.8997766240	16.9250448394	35.6295045417	166.0701892049	15.1645649547	366.5331184722	88.3686397371	15.1907540101	12.1757521458	97.8149422112	59.0685251851	310.7839193242	51.3701768127	28.8647489223	213.9759995078	107.8754978441	35.1731496860	26.0069747675	24.7127972574	48.9943204714	0	34.8137928422	47.2532690749	41.1296290169	12.4768496719
K01629	376.4522491952	223.5578933049	272.8518246541	216.7853870077	63.6725867978	343.6051033917	315.5228958218	228.7876521361	310.9871414417	617.5081856020	564.1170768794	239.1111524104	494.7122119631	199.0866021400	442.0644144819	209.0670841962	435.7383950106	355.0610392783	539.8133593762	640.7123320244	84.7282988199	317.5445064558	210.8922942935	190.4723308684	93.8991701451	358.5791963987	327.9668727464	282.1195454757	72.3001770561
K01630	16.0664465492	0	15.9863190437	0	18.9358123885	0	0	18.7020446756	0	150.7008518334	45.6274077253	0	34.0885452426	22.6554192427	14.8309873935	40.7356466373	12.0649524151	0	65.2261133286	0	16.3016010810	0	0	20.1147344613	0	19.6937746463	22.3583414737	30.9623923740	0
K01631	13.1997120764	0	16.7765709964	0	29.7405875411	0	13.7221269297	0	0	223.4779546389	40.8568279893	0	0	0	15.3542770683	61.6641350151	0	0	112.7393353983	0	17.0674760723	0	0	22.1338976812	0	0	0	73.0321245091	11.6273077871
K01632	85.5374410769	27.9099422383	41.5916048204	114.6312980708	10.3790304460	113.9307299143	121.5219797891	26.4677262822	37.0951132946	394.1862451001	194.8225477096	30.6013513637	50.5855380417	27.6857428314	326.2074599970	113.8541226814	414.1615130596	72.4487474155	681.8496315412	442.7379351657	102.4958894879	48.6694727405	41.9007574499	30.5946721455	23.6598097675	50.0414760177	67.8103955794	19.7293385870	18.0889418091
K01633	9.3147378242	0	20.3737843859	56.0708133973	18.4515399435	0	18.3884542306	74.9659419254	0	317.6163929326	75.2285271295	0	0	28.6645723727	60.6396686020	116.1200473933	18.5949582908	0	103.8275341964	8.5883345242	18.0485402352	9.9667774086	0	30.2576142178	0	37.2080275013	18.2975645624	23.9806183874	45.2150296247
K01635	74.1664785579	8.7762635592	42.4968560504	377.5693508263	29.1163477063	45.2205552135	116.2317710869	237.6467116905	21.9136089642	1073.2784858347	310.8513236066	18.7290316398	46.7537225605	296.9075047040	94.6592708082	223.7162433466	492.6499874301	60.4963327438	139.3430234234	260.1362031575	17.3430682213	31.8066771941	61.4683480573	28.2336307768	14.7968070760	77.3691132097	199.3746850671	42.7444548473	28.3992146525
K01636	37.7578078565	37.7827395869	0	0	0	0	31.5390705885	0	33.5956952224	66.9731885137	80.0003475100	30.4322760512	27.5343173921	0	55.0246279196	0	43.8281429409	0	0	31.6492941613	0	46.2387890800	34.3208747655	31.3993367600	0	30.8839468178	0	31.7873313130	0
K01637	10.1039889131	0	68.4572360104	7.7842509539	54.1828000585	0	9.3069320781	15.5827465459	0	201.5703183734	54.7946154890	0	0	14.1640095309	14.9184199466	222.6204028191	25.4967812569	0	100.2226185606	0	19.0837552680	0	0	15.7521767296	19.1620963100	0	0	32.8800435020	13.3535033089
K01638	13.8423057361	0	50.8313393275	7.2635687067	34.6406620584	0	5.9802690113	24.4828538509	0	236.5132460929	60.6076347084	0	0	12.9705025061	35.9538086121	185.2266989101	18.9072813699	0	166.9400526678	0	30.3431456513	0	0	32.2182850040	18.1756697374	0	0	54.6968442659	20.4084042092
K01639	889.5469905684	945.4043339107	690.4198754155	1283.5976552392	227.7041689917	924.3669656108	591.6240832620	1355.0209548178	698.8570410646	1564.1747388297	1445.8307397498	474.4760938798	1387.9097930710	1033.1899002171	983.0903655625	983.0036859265	1043.0143679651	610.5473771844	1769.5628565852	1598.7535635790	304.6694049397	912.4827671509	606.2390764373	582.4393691494	312.2532128196	720.4225414197	964.7242119913	820.3677251500	131.8290949452
K01640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.2653401470	0	0	0	0	0	0	0	0	0	0	0	0	0
K01641	359.5360662736	24.6518778463	118.2252692849	581.5700946624	38.0489897068	240.0888463337	1763.8630522185	59.2696458815	347.0675471552	4290.2437647173	1655.6638972771	248.7847152265	258.9433101820	33.5881581279	3868.4986864842	2107.2151411805	1453.0489859642	1090.5764650509	2302.7686026034	846.4606917094	389.5719434191	405.5500845036	32.6773167749	72.1502339064	32.6696086016	142.8927355958	179.9314022823	163.7673008090	83.9440287230
K01643	56.4483148127	15.3117825134	51.1902717537	444.0900600722	20.5927726515	65.7094788899	1431.6303209200	37.1730483286	203.7896246625	3319.5124818542	1225.6006963624	192.4733983258	54.6650950395	28.5780434369	2886.9280891442	1907.8643044013	823.6618187237	836.9253043666	1656.6423398675	341.1619422295	281.4097312595	343.8708438634	26.1177131204	46.1192176089	23.8988652167	63.0858068899	87.0185985794	123.5938521099	164.7100837398
K01644	63.0576583417	8.0434539045	45.7340125328	370.4962031471	20.5720620704	55.6927868904	1374.1131064630	27.3103982818	190.9004656023	3087.8369385657	1259.5059745281	165.9447954294	33.3201570921	10.2386106039	2880.6986080682	1825.2124764537	846.9755848174	867.0549591792	1314.9674279023	351.1171646633	202.3202643265	323.8408592573	0	35.7044726851	18.5001170027	40.9501933029	91.2360508375	113.7877517374	116.0366948398
K01646	38.5226754381	0	23.1218131981	327.9886520780	38.2931391260	46.2742651214	1053.3882806413	19.2608093371	158.1693542472	2833.9546460449	1088.9906810925	158.2430459290	23.1464307759	0	2423.1403855652	1565.5707304592	821.4084584946	663.7670789124	1230.2859049061	335.6509068872	177.3926611677	281.5951629400	0	26.7911271728	0	61.7022655717	54.0047614987	92.5334539239	50.1587215813
K01647	670.7528070227	596.5818911183	565.8087053895	744.3781796959	209.0016552058	750.7901299325	420.7271070368	718.4479146166	529.4418391891	917.9694232655	703.1560939828	446.6914962214	913.0545396573	621.5872884716	612.2420344544	729.4446567097	490.8498174820	527.5768744857	307.8361225247	662.7348880680	59.6636236880	597.4247663241	395.7793116909	484.5088480083	209.7202215334	502.7301270546	621.1098484535	426.4542208996	140.7588193449
K01649	2415.0583617803	2054.0067496084	1569.2988823603	1338.6293622701	333.3610465194	2253.6381184484	1558.1521512693	1757.0115286528	2033.4715583807	1494.1568171521	2232.2747819924	1635.0655554727	2968.8310634123	1489.6307452878	1516.0037269539	1140.3881066589	1445.7144882364	1676.0686982725	440.0732962122	1778.9299915055	67.5105249413	2355.6982430373	1605.1409625447	1367.3074539729	551.0432595184	1607.8782534429	2031.4635216089	1601.9634643559	295.1285112010
K01652	1993.3578646777	1196.4344546213	1164.8556981211	1305.5334286854	330.6762720045	1557.3569220853	1003.5157993097	1286.3119912394	1097.2742430191	2814.2110686023	1716.6997293591	906.4550778939	1998.0591152009	1111.9478622807	1447.0634866884	1493.4872236649	1457.7074597098	1142.9272908546	1409.7033612353	1991.4905982686	218.4068958079	1229.1549958471	925.6783729867	1025.0581258196	402.5743866438	999.0177881023	1439.6427890000	1067.4716228132	267.5670130391
K01653	1009.8394112657	519.9349438454	574.9024394394	502.6975965050	118.3413980405	855.5681443772	459.0012066633	599.3221786240	673.3132180910	721.3590762263	653.4632726027	439.6655128450	1182.8513928490	470.9050546293	438.6857672709	520.7810297312	340.7185758515	362.3027341455	253.6569512992	422.1525714072	46.8978530843	641.9690188325	464.4181242455	535.7567605098	169.5685283633	467.2134868611	646.3399719711	489.5499166775	141.7108426605
K01654	77.8818518904	281.1190970745	153.3061306859	70.1134077513	42.3746084342	420.8635123509	122.1971527357	319.7972112568	0	90.5544328182	144.6307223027	103.5894565413	99.0521184510	257.8256247235	73.9897960421	82.4558396881	59.3786507167	66.3550872066	63.4874930037	146.6555905338	9.8555044689	227.6159797889	91.4861073723	64.8581151972	70.2406421076	203.4881090397	77.3228964770	297.8928809740	14.4112837233
K01657	896.0211253799	730.3176485616	546.9107697750	498.8663975600	120.3112116222	680.1227285755	446.1218698323	593.3875187233	659.4809073205	561.6999582290	722.2920218080	512.1604453854	964.8244395493	479.5942532706	517.9857917530	370.2814873893	438.6236720483	534.2298551528	139.2774637619	610.4755874900	23.3004779938	773.8686190344	538.0002301845	453.2306181154	206.7816934260	490.4537791859	659.4905334361	563.0616903796	108.6052832323
K01658	156.7121913034	139.9968665261	122.5020801744	50.9181978247	17.6984383820	148.0241226047	84.7458440743	112.5244027302	147.7618634264	138.4162951028	100.1659948859	105.5994759948	225.8063282254	117.9447625221	105.5766914408	74.0204395534	87.7207164968	79.9762823545	23.5290333222	90.8628673842	0	168.7493258635	91.2896821736	78.7749852559	37.8153684441	129.9313340550	129.6738916902	89.3130945570	20.1326434056
K01659	14.7056607237	0	24.0841068925	10.1484172827	16.7990543561	8.3802489143	0	18.1396161189	0	132.6296259511	36.1496980210	0	0	0	19.8319010509	132.0257214084	23.0240532962	0	50.6308544962	0	10.8333368844	0	0	14.1170190801	0	0	0	19.2936768439	6.8400338298
K01661	1183.5723868596	1158.7350399330	986.7285888740	1691.8075684714	318.8653009219	1359.9367430466	906.9149188663	1283.6034463859	992.1388857048	2571.0176848412	1559.5351582297	794.9206175110	1468.8110976903	1159.9714231843	1552.3488004744	1370.2802617292	1589.5919146786	993.0067961381	1219.2610550987	2527.6277629098	232.8622451956	1481.3114427864	811.5784521983	765.3371397084	437.3300145278	912.3435625313	1289.5160284150	1051.2337653505	184.0258885552
K01662	1076.0856834993	864.9319190989	763.8713016704	1337.3498623909	220.1779734501	1091.3044380197	2633.9651836170	805.1601924845	1204.4353554943	5065.1956969072	2572.2718200939	1010.7963406702	1034.7282293015	729.0883946148	4920.6608185013	2928.8931608598	2197.4229897224	1735.0312614917	2853.4202931355	1702.3090439773	474.7634043475	1425.8383960661	651.7052715545	557.3107894557	306.8251522537	862.9964481396	915.5304587538	877.5028324793	151.9554039996
K01664	0	0	14.6382819450	10.6574221263	12.9908975491	12.8317511119	0	46.1824622455	0	185.4027386586	35.7872752350	0	0	19.9638197210	17.5545909495	92.9378800523	8.5783798714	0	78.0759680924	7.2408603701	7.3185239627	0	0	16.3102990317	0	8.6263467223	0	31.8105288269	10.9183441178
K01665	8.2904364936	0	14.7004267923	0	6.6106082497	0	9.5687858318	14.4545163748	0	98.5327198607	18.8348358854	0	0	0	11.3806682700	92.2676239703	8.1570346935	0	48.0981984364	0	0	0	0	0	0	0	0	0	0
K01666	0	0	0	0	0	0	0	0	0	95.6894348326	10.5253408215	0	0	8.1712916251	15.9478372682	53.1455386038	12.0797656282	0	36.7355113218	0	0	0	0	9.5067171619	9.7785138781	0	0	0	0
K01667	285.5408905575	339.2598144570	241.7298562245	85.8872589356	35.2926329809	293.6987564578	234.4224944287	180.1653317906	404.0551924791	303.5266456947	185.0577466608	323.5647931292	241.3860874630	155.7530576115	172.2395874474	109.1871217208	118.6124189057	207.9481992482	138.1427932791	176.2403528278	22.4617558969	452.5347238531	244.1257693352	184.0825700181	91.4731052318	151.1731966236	226.3478869212	212.4302298388	39.5679403454
K01669	0	0	11.5949197735	0	9.2172876197	0	0	0	0	102.4693872584	39.4789723380	0	0	0	8.6366206215	82.2606538469	8.9272950961	0	60.6797771237	0	9.9592608073	0	0	10.1343279688	0	0	0	20.9411549924	0
