GeneFamily	SRR5451791	SRR5451792	SRR5451801	SRR5451802	SRR5451803	SRR5451804	SRR5451805	SRR5451806	SRR5451807	SRR5451808	SRR5451809	SRR5452015	SRR5452016	SRR5452017	SRR5452018	SRR5452019	SRR5452020	SRR5452021	SRR5452022
K01810	623.9642482512	275.9616725487	440.1585263033	1029.2455273187	797.9392660600	698.5148042786	522.0956080007	835.4317697945	280.2838803286	295.1948039354	400.3315482224	1760.9102592415	138.8839394881	361.4913830009	459.4770760073	285.9031070822	438.9481800313	1111.9467468600	664.3492548123
K01811	450.1195884331	42.5995170527	103.8300688382	224.6916146587	122.9784513211	340.2871732468	66.4507356799	64.1678634264	22.7698211543	44.6592985099	106.2263936401	74.3810263524	56.7407111249	89.0893534527	405.3402223954	94.0409439543	43.4995111868	81.4470611821	111.5648451311
K01812	43.3953769405	50.7748292954	70.1079076479	246.4721000620	153.1432911311	120.0638715182	59.2289743784	57.1003657411	27.1743194616	43.6084991058	63.6684589521	143.7551675383	19.0221527238	0	31.3114373782	0	53.1047376255	49.6120013716	97.5749522020
K01813	0	0	0	75.2135715080	32.0317735678	10.6621936484	18.0761480296	26.1782087081	6.5631078113	0	12.2636307952	32.6694282584	0	18.1034777261	0	0	9.0047541504	13.9117989919	0
K01814	77.9588058009	8.4330445813	21.5333991058	66.8031348859	20.0103309433	38.2653877433	18.5816498779	1646.2773193788	7.6837518070	7.1414053060	24.1779982335	1882.2852371122	0	12.8781780654	41.7088411190	0	461.0479786663	1127.2047542237	14.2524934066
K01815	28.0227388470	28.2851200628	55.0182475995	107.0971682578	69.7000363784	41.6953537384	52.7409413573	28.3599534138	15.9642481528	20.8314853779	11.0568833999	64.4155420182	0	14.6882596663	0	0	30.6657514102	33.5299601479	26.9067090504
K01816	0	0	0	35.8357762018	9.3689036851	0	0	119.9994128066	0	0	0	202.2230066701	0	0	0	0	36.2980170904	92.7462362533	0
K01817	73.0305588330	0	0	0	0	59.6818380717	0	343.4239179879	0	0	0	244.3786071045	0	0	79.6426080380	0	95.3301765334	123.6745132319	0
K01818	0	0	0	139.8096514235	82.8149877449	0	43.1401426893	89.8896083532	0	0	59.1612533653	40.8773372917	0	0	0	0	61.0920395529	43.2286836889	0
K01819	6.7696364857	0	0	4.6388495605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01821	12.5541125541	13.2014639247	13.0724538619	44.4075001849	0	0	19.7710271847	51.8858420542	0	6.4935064935	11.5955473098	558.4852404646	0	19.3999870232	0	0	19.4810671092	285.9351750193	0
K01822	0	0	0	0	0	0	0	9.1837498130	0	0	0	0	0	0	0	0	0	12.2888154790	0
K01823	0	0	0	32.3536912947	0	0	10.8764658502	18.7711085434	0	0	0	841.0391681432	0	0	0	13.8132057272	21.0378759632	378.7979143391	0
K01825	14.6055203446	0	6.0625221455	63.3224939650	17.6310399188	0	11.6156243309	1232.9595595954	0	4.1829399075	6.9533086594	1167.4892977808	0	0	0	0	493.8232465977	772.6269024022	0
K01826	77.4337874241	0	0	40.9355396417	9.5421762951	64.7466284770	0	0	0	0	0	523.7300792725	0	0	137.1477621833	0	12.7831471752	298.5088285213	0
K01834	594.7008319542	190.0549106050	283.5265352522	771.4507493297	497.4518547167	794.1361183779	393.9867236689	1948.8777010810	158.3832928973	227.6970453547	342.4354787346	3610.8478009412	173.9518052955	236.6630442903	789.7661864821	232.5496994508	852.0401212913	2013.8128624053	509.3527697240
K01835	120.6632927919	6.9368727679	11.7254676939	65.3556326755	15.3169345923	77.6904003711	17.4269999473	38.6024068521	0	0	12.0699647203	42.8669294435	0	0	141.7517831411	12.5688778203	20.9177217803	27.3007371888	22.0469081559
K01838	0	0	0	11.0661269697	0	0	0	33.7380573103	0	0	0	19.1216209532	0	0	0	0	9.5923322684	12.5959724877	0
K01839	38.9817353001	12.0045774955	19.7710411338	97.2085331591	31.7098307321	59.6082828260	24.6150073532	39.2143889770	0	15.5317331907	37.9109111625	923.6415438461	0	23.5798130427	6.7641025966	19.9183691928	23.2362774950	330.0854284943	36.2724746486
K01840	217.7903646486	107.4806133469	158.4586536084	390.5763370257	241.8227139331	283.4398014342	216.7361027594	822.5261205387	45.6594485626	109.8815304716	199.0882623682	1147.4521246514	64.7960016504	130.0141758560	206.3671613620	119.7488429168	276.2894292532	665.8009040308	291.3047133747
K01843	0	0	0	23.1236686532	0	0	0	15.0704277483	0	0	0	26.6950001057	0	0	0	0	0	0	0
K01845	25.7791096255	11.2593744117	32.0365547250	86.7434052788	31.3463685357	15.2094105566	33.6608026370	1453.3955734934	10.4407068457	0	15.9425094903	3001.3930443440	0	27.7701626390	16.0078753444	36.8190890696	321.7198008188	1726.1392768009	30.5369376900
K01846	0	0	0	13.5886098192	0	0	4.5300559650	13.4696159606	0	0	8.6952873317	29.0552598079	0	0	0	0	0	11.3207932196	0
K01847	660.0771020896	174.9872508889	237.2458974811	623.7986097517	447.0987885364	1107.5818925966	555.0970055234	1292.6842789480	68.8485091041	257.5252846545	241.6450611170	1055.6732647820	114.6600446947	414.8898211919	544.3358109894	168.7535712617	744.4469896721	394.3993128923	714.2778119593
K01848	137.8333325066	23.9883064340	41.3123434667	129.7441121870	97.5988847601	78.5272447945	94.9192947642	56.8834149622	14.5458098865	59.5516317339	16.6661720384	59.4450928836	21.2089996845	354.6356107627	199.5094021567	102.6967913092	92.3089954908	103.4210619404	88.7416849659
K01849	127.1793322413	19.3295327066	22.0842275086	116.0609073102	107.8115387184	74.6471052818	96.7619414435	58.0495209960	22.1072679723	46.9692307467	11.0421137543	33.1494238873	13.8198490201	414.5801223777	226.6273516341	132.6504188685	113.3517474316	93.9840796958	99.5166358982
K01854	416.1324463720	133.2270330113	174.6534228600	534.3617177164	411.7837656035	482.6090562227	160.3771998038	252.8300270350	112.6139867557	110.7555545500	294.8081923679	158.8121146833	59.0881566764	113.1108835215	273.6052099444	385.5721746193	213.0932917885	282.3770888059	394.4392505991
K01856	0	0	0	0	0	0	0	115.0172350855	0	0	0	73.1777737212	0	0	0	0	31.9910264410	61.4652497285	0
K01857	0	0	0	0	0	0	0	54.2284307314	0	0	0	36.4990296676	0	0	0	0	44.0707108634	23.6535193867	0
K01858	137.3364347560	0	0	0	0	77.5836915991	0	0	0	0	9.1019754616	0	0	0	149.7546009239	0	0	12.2271447532	0
K01866	963.3300333720	301.0384609279	521.9578260395	1529.2627517012	1064.1943172528	764.2051888601	816.6316751659	2265.7660474907	191.1153753115	470.7952930400	411.4062313676	2683.5411773995	346.6537850047	787.7434730784	819.9060433548	1009.8959166509	1237.2730146701	2044.0554775835	865.3567732104
K01867	723.6258957448	238.1166319713	447.4818063632	764.5532361060	613.7530953499	498.9647670055	538.1150387280	1122.4274065116	144.9820960299	402.2832090736	339.0557550659	2339.1298965429	195.4629003984	590.4740804816	858.6089385971	651.5022379276	793.1684871710	1832.3454121657	806.7280655041
K01868	673.6908324772	260.4304849271	458.4660097399	1024.5580555950	723.8092791201	783.7224438799	621.3243429082	1680.3064101244	168.2992249923	339.5325522048	380.6728414165	3339.4594974710	219.0369677337	450.9123870128	634.5009924004	465.6270145738	755.7562046299	2018.0965786370	766.7318623317
K01869	736.6044980672	294.2365454358	524.3221060781	1083.8234652446	754.8030220214	963.2845343364	637.9601502720	2397.8701842709	235.4975974078	395.1713250450	473.8876151303	3000.5388790766	195.1600426810	380.5580577069	590.9728018519	449.2485221619	1030.0720900364	1748.8953065028	816.2976766847
K01870	512.3899220938	163.3307253355	272.2869454592	839.1182958490	591.6877251034	634.1392852680	398.1428648649	1872.4300757108	99.8272966185	212.7713752738	301.3667917658	2598.6012677635	134.6603844655	262.2138126270	350.5398296892	207.2315472671	571.3581757517	1408.0941346823	448.2801852372
K01872	538.1318890811	178.0566310739	320.8295326038	805.3743593129	575.0274629894	525.7113351542	432.5976984835	1816.9650623353	99.0397459844	232.0872713333	281.7567243861	2149.1297927598	136.3765193749	331.7490508431	497.6168814176	327.0478744200	661.7681494391	1330.9733063764	573.2175451946
K01873	683.8605524664	239.1976419631	394.3911881980	995.2276813862	773.3946197331	916.0484867801	507.1560505558	1776.5565656909	145.3069571488	317.1968777811	522.7055570071	2529.1383527619	192.0404695778	309.7788850469	570.0618697677	408.2971110265	679.2861875727	1509.8892593926	973.7828720882
K01874	781.2194886672	249.8450236204	421.3294368898	1184.4051534009	872.7192512637	906.9337768415	531.2921995844	1683.9614479101	177.3494089629	377.7804915335	511.1148229295	2744.3384096157	193.8194074367	426.0052816489	670.1722394814	361.9888006245	710.5779835664	1675.6403206585	884.6641954634
K01875	1329.3747682966	495.9920079649	852.5354114396	1821.7115664985	1337.8310514814	1180.1224003135	1026.8789763190	2126.1079600987	416.4158749494	560.9739206727	849.0690668906	3402.7055516774	467.0430350652	742.6304674609	984.9530276592	917.1603393526	1396.2235997939	2203.2909774165	1256.3771558126
K01876	1257.5459082995	384.9855956135	684.8172805686	1697.4069757250	1305.4361143938	1271.5484271642	1171.7599045318	2884.6716428664	265.4330693209	608.5025205353	652.8323758539	3248.6130095264	391.0878423524	853.6836252662	1310.2201085278	871.8426992810	1577.1164178021	2327.3080194043	1402.9582781704
K01878	288.8606333764	64.6359563825	161.4197861000	293.8624174534	267.2827874968	225.2914695699	206.5267152851	2608.1707058359	62.6245243735	81.1921213265	80.8810279133	1863.2627953386	100.2809487901	296.6288584815	245.3863196766	391.8053678899	762.2905053324	1247.0880982351	324.3187934383
K01879	25.2961552444	8.8775492281	19.7066886984	68.3423365413	26.0704931797	21.2631102628	26.0942863016	1808.8166626366	12.3072943469	0	12.8358944923	1340.3387495971	0	0	0	18.1812279509	499.4742662604	851.7186171842	0
K01880	1482.5567457532	472.9471887256	893.3708831108	2127.0575351900	1590.8279621885	1508.7467596890	1153.5245538069	975.4637666916	349.4382091222	689.4980057626	930.7199732099	1995.2269607845	446.7853419171	771.3550916472	999.9427266275	716.0388516381	1114.5046960767	1307.2856100355	1621.4111561385
K01881	777.2427405262	245.1972191472	477.6193079364	1041.8848340630	759.6391516854	887.8643821581	734.3974967826	2046.0924412317	168.0502942084	387.5610349979	493.0657825276	2656.5497071429	190.5591412825	468.0974869566	637.4684015339	437.6131481714	767.7930168291	1481.7666038484	1074.6753820025
K01883	671.7120786367	210.3030376883	264.4578267941	1300.0351190106	934.8892601637	857.5057541048	428.9451979392	1548.2845667277	153.7572262124	268.8265958042	470.7182003052	2499.8822899661	189.6378335589	318.0490830395	543.8394006568	350.0176763703	744.4431212929	1521.4615494314	1041.2234649664
K01885	516.4003900945	191.2885322590	256.7094305772	751.4332953426	588.1981083717	844.8092525910	283.8451293850	1668.8885968889	70.8363903794	180.5944790933	375.3355162182	1856.7045532905	110.5093848707	176.1204089519	531.9103928532	199.7959349720	675.6630798432	1244.8227203704	919.2949125369
K01886	293.6609256211	122.2790070891	168.6070331825	496.7405111744	331.1761857015	269.9620050747	236.5317371125	1215.8155746552	73.8358655604	149.2629956221	248.2825600873	1391.3972584566	97.8065941396	170.7944529098	157.1586147724	134.5247742775	364.0087085434	893.0557908347	357.7195964203
K01887	327.3389648049	113.3529992922	144.6927788729	407.5988112325	293.8859453756	438.9011710779	192.6421540580	1924.9412218689	59.9072242698	110.6367259469	208.2478928738	2619.3897133949	53.7851716488	100.3182969965	352.6990389700	106.4737847481	500.8975248042	1317.9332251418	434.9025406281
K01889	517.6278295407	188.5243333438	324.5839579043	766.6768530357	632.7701881529	630.7445033465	406.5972548826	2517.1072823619	109.0217089825	180.4212221755	304.7104784659	3108.4526684121	134.8068689494	226.8477828233	363.4802862691	262.2660982447	982.2526163132	1828.7544074502	609.8977922712
K01890	136.8710963032	19.6615668285	29.3361033512	137.2550928989	65.7806191432	109.3629685069	57.8060282540	1141.5949650513	13.8521142383	24.6327114672	53.0448673324	1484.5190770080	17.8709118213	26.7139558116	150.3003127568	33.6648803445	251.6687996458	842.1729923086	53.3454857862
K01892	380.5487685222	173.6460230231	271.2967995883	680.9282747804	549.0137090281	510.8757961053	339.8375518459	1614.3756637511	81.9988320377	209.8868437829	300.3488355069	2060.9567827151	98.2251090673	275.3836658393	403.2478838641	212.2093914786	693.5744195011	1234.4431070113	621.2879330707
K01893	725.8071153643	309.6412424649	507.4083949580	1392.6886279363	970.5940129271	815.2504666238	799.4288445187	791.4246410170	162.9228352844	426.1105748251	476.1959530261	1426.5726702008	248.2888837571	534.0352567218	575.6426802935	466.4478043764	789.8677398567	922.0605324255	935.2220145723
K01894	8.2609277457	0	0	49.6759809649	11.3626420440	0	9.3741134970	495.3357293435	0	0	0	491.0347624078	0	0	0	0	193.9379129099	283.7911406325	0
K01895	67.8950817296	52.7371652206	67.5052026065	243.1599564127	172.1491454368	208.9526792070	69.6544922997	1775.8723333524	23.6097654944	37.4214524522	96.3549456794	2729.0252098587	0	42.4123614396	30.5344015669	47.6534197378	626.0282584653	1519.6121294626	223.5709513234
K01897	214.7603092432	10.9842567701	25.4774948958	92.7792226009	40.1704338317	203.7222191626	36.8148388496	1240.0860634444	12.7400636608	14.9875881088	28.0609227546	1979.8377388003	0	30.4448171106	306.1824558238	30.0851261771	265.9983994129	1245.2619435234	50.0749950936
K01902	102.3694789443	0	18.8512889980	60.6276023312	23.5502278439	68.0563776182	40.0600669299	2100.7873082250	8.3473176343	8.1948554545	24.6002029238	2974.3151533164	0	0	109.5960826418	26.8651780672	365.9831518274	1568.8712489793	55.0462789497
K01903	101.5657395289	7.1041939937	13.2730188362	75.9398783602	20.3191899033	74.2887897272	25.6933787292	2054.1875853474	7.9673732879	0	19.3306044590	3007.7752277135	0	0	93.1394912046	8.8412214664	392.3083280700	1607.7277285902	36.0985500801
K01907	0	0	0	0	0	0	0	125.8083724472	0	0	0	33.7440603678	0	0	0	0	0	20.7123343852	0
K01908	0	0	0	45.9672005486	11.8860147291	0	0	225.5132786966	0	0	0	92.4387085722	0	0	0	0	15.5732705812	34.9596046299	0
K01910	0	0	7.8900086884	46.4978416251	14.6640179914	0	19.5992355654	11.7046491390	6.8430455317	0	6.8314989841	36.3033307904	0	0	0	0	0	0	0
K01911	0	0	0	56.7221586662	18.2024943461	0	16.9092184585	12.5917668637	0	0	7.2934090426	168.1218914976	0	0	0	22.5879881000	7.4253744677	51.0152855885	0
K01912	353.8593700526	130.6174975931	261.7826126182	294.6050237564	191.3589832369	280.5270314809	260.5233689382	513.1654375394	121.5663225365	127.3886536724	103.1589043055	306.3325309096	84.6245519985	124.0625453970	148.6071959053	200.2076749279	373.7313621148	274.1980154474	258.4325557318
K01914	202.7356007338	82.0619953696	127.1140927958	467.7912458334	337.6531529053	314.0565386382	176.6463470627	172.8910514803	58.9171282637	111.1274499953	201.6951471856	154.7548197333	81.4393624071	132.0832764028	149.2597147127	149.9311180520	142.9685008094	138.2331134690	310.9046900782
K01915	1068.8616415355	346.8033903317	522.2521503093	1529.1060398008	1140.9224190822	1128.6073923173	849.0684980173	3423.2066469063	252.0773915597	418.1796340484	546.3075951138	4485.5422865702	292.8437322022	620.4527191114	986.2937387556	724.6755136092	1534.6608490365	2639.2848792955	1294.1206906922
K01916	0	31.3221406124	38.7370499651	115.4306467788	106.3151968256	45.7092439079	65.5171632177	124.2731367421	18.1184787976	23.4444195442	21.4724160351	529.3088273530	0	18.6034227778	76.1734838812	22.0094926625	61.5232193563	273.4290748568	80.5374008847
K01918	19.5540190338	7.3847150428	9.8420059153	85.7404780237	24.5246617081	15.9434313302	20.6851529566	325.3187937818	11.0655956441	0	24.4240533960	706.0840853048	0	0	0	14.5672214735	148.9417087144	338.5180407823	0
K01919	137.0708723584	5.6394456046	11.7926934189	49.4292511044	15.2657149117	63.6690546504	22.0136894181	1007.0867501648	8.7449147670	6.5685883485	20.9543033890	521.4840179666	0	0	84.2320653325	12.6810036440	120.9736737515	320.6139796012	18.1941367724
K01920	13.1810970349	0	0	39.2893336542	0	0	14.2301243525	1083.8690225511	0	0	5.6997635490	1345.7225164912	0	0	0	0	300.4003360363	887.2021231533	0
K01921	137.7609164539	30.5795451610	51.6057376608	161.0322063970	80.1650562124	168.7324529727	88.1810569071	978.2282585779	21.5038213434	24.5101995765	59.5453448992	1817.2675787555	28.5204643476	21.7532707819	224.8177602327	37.8706167019	337.4277759966	978.7412036822	78.6808009751
K01923	527.6532050187	197.3935676380	274.5391452119	641.7256273839	446.6148885019	449.6653662757	342.0087724329	1852.3931033221	72.2580106765	127.8275132060	299.2503841142	2642.6892235659	104.7610766604	249.0629200876	267.7743939872	181.7909618459	768.9698236767	1496.1182898432	478.3537566152
K01924	94.6390965842	23.5920415941	44.9170759135	126.3847324647	64.5919304374	101.3388764528	60.8525028238	1364.6978114214	14.8897577313	18.9901244339	43.1408911621	1769.9287798612	17.4927708566	26.4809106515	141.6329405345	44.8113220726	443.5726221477	1002.7886995423	53.1190849017
K01925	97.1891445754	26.7308316920	43.8298945053	184.9526875899	127.0125747522	166.2968503557	71.9079321708	498.5549703918	25.2994126817	49.4671991838	88.2796496521	1271.3558250951	21.9605397319	18.7151478397	113.7045570064	27.3376309891	168.6609914908	663.2755700377	108.3205418199
K01926	61.4954244169	18.6153137401	41.2563723118	93.4901877335	42.5634632683	66.5823417868	29.6263903755	36.3174662141	16.7195088522	16.8625397567	57.9960835167	571.5139451056	16.7829748308	20.0889113336	24.6356571585	20.3134530501	29.7683650412	312.1564653375	43.5469501477
K01928	101.2763953265	39.1045064650	39.3943735935	291.2144881916	178.9740540509	223.6385152905	66.4983664078	313.5282030131	22.3916396478	34.8405139682	92.1205975634	342.6222148571	18.0896892826	25.5028317994	214.1762329943	35.7136519116	186.0339955938	277.3693312208	115.6881742508
K01929	33.6742827485	13.5165643953	10.5301612227	74.8386412576	19.5267251675	47.3142898718	32.0564279592	500.9379604226	0	7.5048935454	23.2199982828	806.4922113314	0	0	86.3600216866	14.9893374892	223.6906641476	451.4917819507	12.6489727686
K01933	702.7633141495	322.8796388884	509.4703006757	1579.4205727918	1105.4736298837	1200.5702843349	677.7148404215	2312.4965699469	170.6234614409	388.5311234546	717.1822579222	2513.9504585108	229.1154579770	332.4531109966	536.7749459825	343.6392009233	1143.5970657470	1618.1471842088	1389.2118698312
K01934	0	0	7.5752355885	61.7266837727	12.6153924804	23.1058694345	13.2111290187	231.6389546430	5.4680418098	0	7.2206997547	122.6040289097	0	0	26.8539911265	14.5976693767	28.6918338448	47.4899942151	0
K01935	0	0	0	73.6212916906	12.1776911368	0	8.8279340152	27.4880617290	0	0	13.6881948076	42.6445524042	0	0	0	0	16.6883012031	21.5432602660	0
K01937	1135.6619905482	415.2413306425	618.2486934817	1341.6554695345	1026.4898136047	1014.4171004405	865.0058093941	2147.4722624004	307.2424275996	473.0272446176	555.2744650589	2882.1732650805	399.1027661197	797.8425192712	991.2097849290	842.6361991160	1238.7384757259	2066.0572184260	1019.5321487371
K01938	850.7224882699	270.9025737930	367.3286171043	1048.6237175675	838.4764466319	637.3057549533	731.0932682835	713.5993032045	241.0689426224	337.5961224097	422.6074556523	1439.7610099202	272.0957598634	452.4532258940	738.4375804095	817.3836090666	1132.3785406765	1138.7736575012	857.1830279985
K01939	422.1529087062	154.8942590647	253.2892244864	743.4094648715	576.2937116305	598.1342955986	305.9480952775	1973.4921284119	105.2298889454	149.4965796906	351.2042043226	2881.7946012256	81.7870137783	242.9023008599	381.5473572654	162.9450899020	588.3209523180	1736.9037352678	595.8625043987
