GeneFamily	SRR5451791	SRR5451792	SRR5451801	SRR5451802	SRR5451803	SRR5451804	SRR5451805	SRR5451806	SRR5451807	SRR5451808	SRR5451809	SRR5452015	SRR5452016	SRR5452017	SRR5452018	SRR5452019	SRR5452020	SRR5452021	SRR5452022
K07044	20.2840515962	0	0	0	0	0	0	263.4888703898	0	0	0	671.8668293232	0	0	0	0	184.8987902019	491.2630018979	0
K07045	0	0	0	0	0	0	0	338.6639275946	0	0	0	45.0205293583	0	0	0	0	9.4933164181	21.2813851303	0
K07047	79.8732437725	0	0	11.5672873216	0	46.9201077115	16.0029265569	34.5165626116	16.6537179672	0	4.9155222809	22.7773604288	0	0	88.6411269586	0	11.6515810395	48.7034270204	11.0531669884
K07048	0	0	0	17.3987356094	0	0	0	0	0	0	8.3476904144	40.3151840216	0	0	0	0	5.4623069662	6.3033153482	0
K07052	0	0	17.5095455048	21.8719131990	12.9982518665	10.2955791094	23.1469804414	16.0655862486	8.5677658604	0	0	935.4835707177	0	0	29.3105996054	58.4708178147	19.4484363548	163.4650988097	0
K07053	0	0	8.4236926246	36.7906421101	3.5655632184	54.4543500714	0	71.6472267009	0	0	0	127.7951448410	0	0	115.7089039364	7.3241420336	40.2788949878	90.0026278245	0
K07054	0	0	0	48.2367869519	9.6535259819	0	9.6037390748	269.2807862928	0	0	6.0339116553	264.6814343010	0	0	0	0	131.3195047201	221.7899041566	0
K07056	211.5853993877	71.8887826971	116.2201163491	344.5673152529	256.1171314255	295.5306083647	149.3839990955	876.5426393034	48.8367098457	56.6186132666	109.1527741616	1252.4338699851	37.3081646437	58.5222687535	220.5592843207	84.7013047697	258.1784295214	610.9423489592	183.1217025818
K07058	16.0953033740	12.1968144097	15.2761355581	150.6275185136	41.6773959855	14.1439427058	38.1783166106	251.7362249027	10.2928643731	13.7776649074	33.1190755417	943.3746756400	0	6.8724228822	0	14.2119435656	104.5025228484	481.7712628635	0
K07062	0	0	0	60.3576054349	13.7061979865	0	0	76.3140552294	0	0	0	18.9609482143	0	0	0	0	5.6261976042	16.6127328118	0
K07068	0	0	0	0	0	0	0	0	0	0	0	11.3770573341	0	0	0	0	0	13.1347364224	0
K07069	0	0	0	0	0	0	10.8401880141	0	0	0	0	0	0	0	0	0	0	0	0
K07070	0	0	0	41.9522400981	0	0	0	26.3881609688	0	0	0	24.0246701090	0	0	0	0	0	0	0
K07071	0	0	0	37.1532711879	12.3154104519	0	0	15.0589420261	0	0	0	248.1351637677	0	0	0	0	9.2917416438	56.8328583215	0
K07074	0	0	0	12.0356250670	0	0	0	3.9233906135	0	0	0	0	0	0	0	0	0	0	0
K07078	0	0	0	0	0	0	6.8040086360	45.7617972064	7.0211137224	0	0	467.2291816470	0	0	0	18.5616130943	18.1813121442	291.5126658772	0
K07079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.8702908590	0
K07082	0	0	11.8243887103	50.2831532544	15.3593581425	50.0591826526	0	213.6467549757	0	0	9.5457540647	215.8687037059	0	0	81.3131281001	14.1406172535	40.7991772730	142.8374476232	0
K07084	10.4699115433	0	0	0	0	0	0	165.0607551749	0	0	0	894.4504151902	0	0	0	0	73.4574033580	407.9860286700	0
K07085	14.6409636557	0	9.7513449203	103.0746843905	28.0059618166	12.2027235378	22.5325251870	36.5764994305	7.9352440787	0	24.3911932330	60.9411043336	0	0	0	6.0975485386	20.7065926180	23.2055986673	0
K07088	55.3836206779	4.4855204790	7.6244292930	30.9412961683	0	153.9861239631	14.9266504458	256.3407957499	0	0	14.5247023399	1022.7732377585	0	0	317.7573971678	11.2328179277	27.8350456826	488.7138527933	6.3713143217
K07089	0	0	0	63.5582461375	8.9404641824	5.7574064115	0	9.2878420525	0	0	0	37.6738979782	0	0	0	0	8.5139834277	9.6138739451	0
K07090	274.5709609545	47.0741449399	96.4931301583	244.5050004825	134.4535040720	229.1626292782	200.9890974786	892.0008262765	36.3564988830	43.8267791391	162.2961403173	2704.2098198505	68.3206936260	105.7406403155	334.9782181491	332.8273988178	446.2678622449	1554.4884634298	190.3599199467
K07091	0	0	0	53.4894967365	12.1824877505	0	14.1290149636	404.4121654680	0	0	5.6695374218	610.3603608164	0	0	0	0	131.7182971734	399.7339848841	0
K07093	0	0	0	0	0	0	0	25.8869347250	0	0	0	47.5308147510	0	0	0	0	31.1926993963	45.4407355499	0
K07094	0	0	0	0	0	0	0	0	0	0	0	54.7445711891	0	0	0	0	0	143.9702078837	0
K07095	13.9907328363	14.1259243297	0	55.1911922433	24.0517554607	34.0332201309	21.5170253628	24.0219434288	0	0	36.1990093174	141.2179798463	0	0	0	0	0	117.0800067965	20.7253052020
K07098	0	0	8.9119020230	11.1699023801	0	0	14.3141256113	78.4489101608	0	0	0	247.0539435359	0	7.8427696121	0	0	35.8077478493	162.9863974125	0
K07101	0	0	0	0	0	0	0	513.6044019661	0	0	0	144.7063583996	0	0	0	0	20.3956939191	67.2740234570	0
K07102	0	0	0	0	0	0	0	344.8073944963	0	0	0	376.6354120163	0	0	0	0	47.9514585061	200.8200472801	0
K07104	0	0	0	0	0	0	0	0	0	0	0	202.5004343206	0	0	0	10.3683981287	0	66.5561474768	0
K07106	0	0	0	81.8751713171	41.9833000881	24.9521725023	45.2929706146	40.5970266627	17.9392121448	0	22.5395388504	626.5171374830	0	0	0	29.7587085561	38.1140501724	263.7139388563	0
K07107	40.6730797931	0	0	100.1110133085	36.1550132258	0	20.5282449512	607.5072597179	0	0	14.2298184717	2135.9958694094	0	0	15.3904441508	25.8113399652	112.2840095788	658.4401532065	29.3176506236
K07109	0	0	0	24.8955455832	9.5568985956	0	0	7.5753307433	0	0	5.7339819197	28.6278261881	0	0	0	0	0	0	0
K07110	0	0	0	0	0	0	0	81.1283213070	0	0	0	46.8633374836	0	0	0	0	0	27.0993860847	0
K07112	0	0	13.7439298997	85.4717847109	26.6446088188	0	13.5875258015	825.3287878574	0	0	0	1257.4189492123	0	0	0	17.8339332254	88.8331314778	691.9847324404	0
K07113	0	0	6.8982351940	25.4200639435	13.4561174577	0	8.7594634081	0	0	6.4981749609	4.5526244465	35.3174381047	0	0	0	0	4.7689770052	0	0
K07114	41.5176594500	0	15.5670848479	47.2838725408	40.1458868967	65.0655184904	0	50.1637228241	7.4925517560	12.1252377106	23.2054828610	17.7645894100	0	0	90.3757153319	0	0	23.6320419085	0
K07115	11.2689416089	0	7.5018074065	59.0243974285	13.4752468903	0	14.8390516909	300.2016666739	8.5175209364	0	7.3762537393	988.8284418389	0	0	0	0	155.8053289433	692.4224999374	0
K07117	0	0	0	0	0	0	0	155.7050492996	0	0	0	68.7372114266	0	0	0	0	0	24.5857291246	0
K07118	125.7155450112	0	0	0	0	88.9985705413	0	23.2340083603	0	0	0	85.7991166418	0	0	137.6630631476	0	0	18.5218588241	0
K07119	0	0	7.1479514302	27.6797013095	0	0	0	305.4781604931	0	0	0	518.7825046639	0	0	0	11.3222027748	37.4614277872	833.8084423603	0
K07120	0	0	0	49.9481223041	0	0	0	29.8773004540	0	0	5.8474965751	381.2962079029	0	0	0	0	11.6432229416	127.3569519693	0
K07121	0	0	0	43.2814401926	5.4847598969	0	5.4667915748	14.4858862854	0	0	4.9336068185	26.8812092254	0	0	0	0	8.3538381663	0	0
K07122	3.7424373379	0	0	51.9598651425	7.1227432257	7.5086813723	3.7565936157	0	0	0	3.7424373379	21.5615872633	0	3.7565936157	0	0	0	3.7565936157	0
K07124	126.7906890433	0	0	24.4812544090	16.6628888580	47.9153766292	14.7028835613	27.7363526832	0	0	12.5273595695	123.5760053708	0	0	93.8721810252	0	14.3724229081	63.8051387992	13.9654180383
K07126	0	0	0	52.2308691552	9.8014496899	0	8.5672683704	16.2633345692	0	0	0	48.7304025012	0	0	0	0	0	13.2720684446	0
K07127	0	0	0	16.4761329438	0	5.7861530799	0	161.7518468345	0	0	0	71.8524302186	0	0	0	0	8.3981331735	30.7072294041	0
K07130	0	0	0	0	0	0	0	84.0934380706	0	0	0	541.2470417141	0	0	0	0	12.0034478144	260.9356184671	0
K07131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.1743869210	0
K07132	0	0	0	0	0	0	0	0	0	0	0	314.7439159095	0	0	0	0	14.6735467419	76.7508448959	0
K07133	504.1884687748	238.2279440534	258.8612267187	385.1820903789	323.6898064600	330.5158599545	201.6568003832	218.3223445313	244.0764363244	174.8388357585	371.5413953238	178.1974595222	246.4989757364	226.2924534218	141.8700263937	199.8577123154	219.6434257488	335.6955699020	221.4893004000
K07136	0	0	0	46.9702933915	0	0	5.5080496703	22.0801078138	0	0	0	30.2391214834	0	0	0	0	0	8.2767222911	0
K07137	535.1037130376	270.8543763559	349.3993312272	898.5407071988	718.9710215623	476.7059364293	367.1306149339	945.1141793596	283.8778269224	241.4955989778	255.7546576378	394.1019536623	196.5054088230	388.8261209160	601.4366368793	369.1437916133	671.7261451442	550.1657453911	562.4705455306
K07138	150.6624679728	0	0	113.6802640202	62.1448957978	131.3206358270	0	56.4472839482	0	29.8204073631	43.2881504356	30.0561219953	44.5878308635	78.7859467284	223.1878181917	0	84.8490834636	0	59.9703738781
K07139	12.6692850789	0	7.7438208834	64.8705185971	26.9113280693	19.4257046806	16.8667879919	114.3754758837	0	0	6.6966112340	1073.8488325515	0	17.5295183445	0	13.5136214071	44.7085328540	543.9662332937	12.3760716968
K07140	0	0	0	41.8474929522	0	0	0	16.0199709295	0	0	0	14.8847154782	0	0	0	0	6.7271949800	11.2104475416	0
K07141	0	0	0	18.5028000809	0	0	0	0	0	0	7.1319897246	36.7634026433	0	0	0	0	0	8.7433633270	0
K07145	0	0	0	0	0	0	0	6.9447793586	0	0	0	156.4665832285	0	0	0	17.8063040163	0	19.9172074363	0
K07146	14.7086807288	0	6.7218355420	51.3264651327	8.5802788523	0	16.3972050376	753.2730647895	0	0	0	2322.9819048794	0	0	0	0	189.5787964636	1357.2607722286	0
K07147	0	0	0	38.8189317813	0	7.3351717608	10.4926601135	96.8967161686	0	0	0	84.1065331193	0	0	0	0	12.4858789650	30.0792505075	0
K07148	0	0	0	38.9737236844	9.7168694514	0	0	13.2576471442	0	0	0	61.8057135435	0	0	0	9.0475232165	0	0	0
K07150	0	0	0	32.7705787654	7.4103549473	0	4.4386347285	13.4068405682	0	0	10.3967103413	28.3646519939	0	0	0	0	5.9550956653	5.9191630704	0
K07152	0	0	0	0	0	0	0	122.5027787372	0	0	0	0	0	0	0	0	23.7403899784	21.9066576725	0
K07153	0	0	0	46.0622339261	9.9376659687	0	9.6458976782	200.9090956937	0	0	0	282.0597212036	0	0	0	0	61.9895589685	188.3670352143	0
K07154	25.9817220619	0	16.9808159766	94.5338996802	49.3496560799	38.8275867936	12.7107539431	47.1099924700	0	0	46.9662169089	113.8353371685	0	0	0	0	21.6357901371	36.1128563957	19.4810316468
K07156	0	0	0	49.8034637797	11.6391402997	0	0	0	0	0	0	8.7611127014	0	0	0	0	0	0	0
K07160	60.7848235841	0	0	46.6236860383	12.7846548432	54.2321065377	0	95.8721651349	0	0	9.1266589377	193.3554499214	0	0	119.0690490052	0	20.7317351482	164.4400143067	7.4990712807
K07164	0	0	0	27.3523872550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K07165	0	0	0	0	0	0	6.2295754834	0	0	0	0	0	0	0	0	0	0	0	0
K07166	125.6462684290	0	24.9866653419	54.4927501423	12.5025177586	95.0492768551	54.5740015801	28.5871518661	0	33.4905301033	25.1749235259	12.3830251496	8.3682008368	0	96.3172389023	0	0	24.5228932896	37.7661521058
K07168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.6034881536	15.7808656525	0
K07170	8.9925771334	6.8535733589	8.9094815253	48.2807244991	0	0	13.1310822018	54.8718297081	0	8.5690031646	0	359.1513236785	0	9.2830974672	0	0	19.6343440670	159.0752577776	0
K07171	247.9308234921	28.4506276860	87.7738337904	454.7583606692	147.1583120459	134.0403783828	127.4820900858	133.6417090629	49.3318107040	39.8567113395	90.0455858100	784.0091409962	0	68.5685416820	0	176.6943884734	165.2953509195	537.2027477487	175.6354817918
K07172	0	0	0	27.9939143664	0	0	8.9686098655	0	0	0	0	0	0	0	0	0	0	9.0925998636	0
K07173	94.2774813785	21.4091558743	34.6248470286	77.9575709740	60.9266545219	89.9790727795	41.7575973760	86.0909098429	13.2076519295	15.2004006660	42.1846014732	806.6798198269	0	30.4990545961	144.5124754898	30.5766393217	45.6892018802	349.0838305766	29.0316091198
K07175	47.8394999235	23.5814127570	54.5598395202	40.2910240052	41.2543227339	37.6541939769	58.5691115546	580.9286124226	13.6473137801	41.7209830019	34.7420425250	153.8430915820	25.2659334652	49.3316891724	0	32.8366537000	62.5543046491	83.5386160959	68.3737581829
K07177	14.2480747634	0	0	0	0	49.1770541548	16.4838577416	7.3050689748	0	0	0	8.8186460739	0	0	93.3488231854	0	0	16.7466400002	0
K07178	0	0	0	0	0	0	0	72.4880605388	0	0	0	7.2633327433	0	0	0	0	0	7.4693740296	0
K07180	0	0	5.8186308179	42.7797009973	7.9193099481	0	10.5661799827	165.8567370739	0	0	5.2840334624	33.8282469389	0	0	0	0	20.6917338315	28.5769635472	0
K07181	0	0	0	0	0	0	0	167.2871324743	0	0	0	44.4685404311	0	0	0	0	0	24.6235524289	0
K07183	59.7299351498	0	0	7.5187599954	0	64.0331275377	0	14.5401901108	0	0	12.7259598052	31.9318748146	0	0	68.6942517906	0	14.6478104447	24.0027801134	11.4179962357
K07184	0	6.8215949024	0	42.6375600978	8.5650091544	0	0	20.2406123649	0	0	13.6440687943	27.2727810420	0	0	0	13.7804581770	0	0	0
K07185	0	0	8.9991136504	9.0446666599	0	0	13.5392529559	0	0	0	0	0	0	0	0	0	0	0	0
K07186	0	0	0	47.9993779379	0	0	0	25.4487727833	0	0	0	18.2658797577	0	0	0	0	13.4315143851	0	0
K07213	0	0	0	0	0	0	0	0	0	0	0	11.9531863270	0	0	0	0	0	0	0
K07214	0	0	0	57.7343063792	14.0907704337	0	0	13.3842285327	0	0	8.8578461521	51.4343821234	0	0	0	0	6.1436120297	6.9109343576	0
K07216	0	0	2.4475028780	0	0	0	0	159.0539714854	0	0	0	0	0	0	0	0	0	172.7496186059	0
K07220	0	0	0	0	0	0	0	513.3789410713	0	0	0	912.3324467463	0	0	0	0	29.7073123119	420.6382125173	0
K07222	0	0	0	0	0	0	0	98.2783395323	0	0	0	57.5069557804	0	0	0	0	27.0948152036	45.7144864954	0
K07223	11.7939565683	6.4142486653	12.2762587764	110.8393200813	14.4190991957	0	25.1258209690	311.9144231440	6.0719619947	7.9561140147	8.6056992766	672.7398551777	6.0747322503	0	0	5.5132558746	103.5000510568	489.4911432197	0
K07224	0	0	0	38.4121339106	10.3636853204	0	0	8.2279182079	0	0	0	30.2490030130	0	0	0	0	0	0	0
K07225	0	0	0	61.3273565408	8.9707844377	0	0	11.7287124605	0	0	0	30.0739984286	0	0	0	0	0	8.6391411100	0
K07226	0	0	0	0	0	0	0	22.1294948569	0	0	0	0	3.1705174843	0	0	0	0	4.8830226802	0
K07227	0	0	0	54.2937946217	0	0	0	0	0	0	0	19.5528453034	0	0	0	0	0	0	0
K07229	0	0	0	50.7507178756	0	0	0	11.5940819656	0	0	7.9845042505	25.9691984709	0	0	0	0	0	10.5620032043	0
K07230	104.4844501499	0	0	0	0	52.4927031091	0	0	0	0	0	0	0	0	140.8265289466	0	0	0	0
K07231	0	0	0	0	0	0	0	142.5259631081	0	0	0	0	0	0	0	0	10.1281549454	18.1965897216	0
K07232	0	0	0	44.3983690430	7.3935025595	0	0	18.2589448100	0	0	10.3420194352	26.8331409594	0	0	0	0	12.2010517726	0	0
K07233	0	0	0	0	0	0	7.2694409069	0	0	0	0	3.9925946704	0	0	0	0	6.6105556426	0	0
K07235	0	0	0	53.8408664710	14.1568671737	0	0	59.4723525015	0	0	0	105.4441020145	0	0	0	0	47.1785223471	127.8976709306	0
K07236	0	0	0	43.0014734895	12.2606728899	0	12.4558170553	15.3186619388	0	0	0	12.2982538933	0	0	0	0	6.1832285417	9.2118924021	0
K07237	0	0	0	43.4004543898	0	0	0	0	0	0	11.8421462139	23.6224119620	0	0	0	0	0	0	0
K07238	44.0726077044	0	0	60.0323826568	24.2071486801	37.1273785480	17.3404762060	160.2094544200	0	0	10.7437153097	1052.3843038474	0	0	0	28.7002347106	47.9372652839	569.0968290204	22.3446713413
K07239	0	0	0	26.5936833854	0	0	12.3760089437	56.7899743128	11.2461871486	0	0	116.9646745051	0	0	0	0	56.3149983585	82.7321622783	84.5451833104
K07240	11.5609926585	13.8342877032	32.9717684200	69.2555851057	48.5428198632	100.8259774003	29.4840745885	41.0325583047	12.2377006496	18.8279197539	28.9443092030	30.2926730844	9.4655251669	17.8010823201	28.0720601211	0	73.7694735029	54.4808190711	52.3347076596
K07241	64.5942255758	0	0	0	0	0	8.0843359786	0	0	0	0	0	0	0	0	0	0	0	0
K07243	94.9316488641	0	0	44.0437874733	11.0601845506	94.2004736582	0	25.1962818649	3.5671476476	0	5.1046426235	19.6647730713	3.5926575187	0	179.8766240875	5.4017596255	0	0	8.0114620306
K07245	0	0	0	31.2868169908	0	0	0	0	0	0	0	25.9906795126	0	0	0	0	0	4.6897002579	0
K07246	0	0	0	48.5205011924	13.3144694569	0	11.4428183386	482.6980844775	0	0	0	162.1600494854	0	0	0	0	21.8218854926	70.2135336462	0
K07248	0	0	0	34.8668470087	8.5314741525	0	0	18.5407650246	0	0	0	329.0038335160	0	0	0	0	8.5436331043	133.6957838025	0
K07250	156.8768732595	0	0	55.2908689428	11.9737350634	83.8094218274	0	30.8487693774	0	0	10.0955522672	691.7555215100	0	0	167.7257026469	7.8347836721	15.7121196896	289.3802012011	15.3806292076
K07251	0	0	0	37.9333319117	0	0	0	0	0	0	0	22.0966250467	0	0	0	0	0	0	0
K07258	17.2946128596	10.2728887783	24.9175331556	117.5400433070	31.3926453245	19.1933618119	33.6143370163	621.0107543403	10.1766135909	10.6255343086	30.0069991601	1294.3400803929	5.8025088953	12.2337433642	0	15.6242679028	131.0765911390	713.7072271744	0
K07259	0	0	7.1903243812	56.4465493859	15.0095309596	33.3022379498	7.8683969451	43.2081711484	0	0	0	29.2436447016	0	0	79.9443609566	0	12.1394120155	9.2921514961	0
K07260	0	0	0	0	0	0	13.8243124112	0	0	0	0	44.2127967506	0	0	0	11.8589134850	0	0	0
K07261	0	0	0	36.6833410770	8.8559586487	0	0	15.1796061974	0	0	0	17.7104077746	0	0	0	0	0	8.8052026926	0
K07262	8.3301243385	0	0	37.2129447403	9.9131950384	0	0	412.7384270216	0	0	0	559.2183248604	0	0	0	0	114.3002063612	340.6708928855	0
K07263	0	0	0	19.8239471409	0	0	0	0	0	0	0	47.0562243888	0	0	0	0	0	0	0
K07264	0	0	0	28.4040435121	0	0	0	0	0	0	0	13.5884588578	0	0	0	0	0	0	0
K07265	0	0	0	0	0	0	0	0	0	0	0	8.4430817185	0	0	0	0	0	0	0
K07266	0	0	0	0	0	0	0	14.4252653723	0	0	0	19.7597776662	0	0	0	0	0	0	0
K07267	0	0	0	0	0	0	0	22.8849332979	0	0	0	77.8207032075	0	0	0	0	20.3221568009	44.8439825895	0
K07269	0	0	0	78.4680807816	4.8717682811	0	0	13.0616464424	0	0	0	26.0619176761	0	0	0	0	0	0	0
K07271	0	0	0	0	0	57.0919074306	0	0	0	0	0	0	0	0	111.3096004402	0	0	0	0
K07273	0	0	0	19.1089842735	0	0	0	0	0	0	0	59.1864511233	0	0	0	0	0	25.7147281384	0
K07274	0	0	0	40.8489664372	0	0	0	12.6287861749	0	0	0	25.2711723908	0	0	0	0	0	8.4667309921	0
K07275	0	0	0	34.0207573936	0	0	0	132.5571869107	0	0	6.5170813824	111.1414591937	0	0	0	0	16.6054628010	40.6636772296	0
K07277	0	0	11.7373295926	53.8028298079	22.5133467293	0	17.5839777824	388.7503144347	0	0	16.7528689206	411.0527069213	0	0	0	0	42.1100395224	220.6828977050	0
K07278	0	0	5.7341487030	47.6267713395	7.6487907598	0	0	45.2838295338	0	0	0	37.8273440284	0	0	0	0	7.5313870341	9.6142456377	0
K07279	0	0	0	74.8107118229	9.5296759124	0	0	0	0	0	10.4412377617	0	0	0	0	0	0	7.4604602780	0
K07282	76.3735292899	0	0	0	0	91.0333733007	0	3.3205355775	0	0	0	41.4941694590	0	0	131.0981795098	9.5415518771	0	0	0
K07283	0	0	0	35.8361303585	6.9022670985	0	0	8.1831401174	0	0	0	22.0300593951	0	0	0	0	0	0	0
K07284	175.4727175190	0	8.1928971598	11.7323239154	9.9930824466	176.3196697468	16.9759415773	18.0870687158	0	0	11.8974917719	219.2978941389	0	0	341.5383018185	6.5583326914	16.4267656674	22.5346021091	19.2317265874
K07285	0	0	0	72.0895552929	0	0	0	0	0	0	10.9769693127	34.9287438553	0	0	0	0	9.1274236379	6.9589731296	0
K07286	0	0	0	32.2525229421	10.9020029461	0	7.3138982505	39.8612390752	0	0	0	28.4706208403	0	0	0	0	10.8660736771	3.6699461851	0
K07287	0	0	0	31.8665822196	11.9181403631	0	0	113.0345994108	0	0	5.9385618255	45.9981206749	0	0	0	0	19.2053516808	27.0732865532	0
K07288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4310015899	0
K07289	0	0	0	40.5759860243	0	0	0	12.8708449223	0	0	0	15.3840952886	0	0	0	0	0	0	0
K07290	0	0	0	59.2989433556	13.6756973495	0	7.2710174353	14.2787778132	0	0	0	27.4315284723	0	0	0	0	12.6482636237	7.7467763815	0
K07300	0	0	0	27.8956318366	6.3960397204	0	5.5959534050	14.8543471800	0	0	0	33.6684475295	0	0	0	0	0	8.4491816674	0
K07301	38.6576889513	17.2981513570	51.7843752964	110.6403369514	53.7632964644	89.3381540171	26.8212304048	63.1987201364	15.2577965277	11.0257217406	59.7827126162	64.4590892675	0	18.3632406463	10.2179971548	23.7643992775	16.5239008071	39.7531425125	43.4849274419
K07302	0	0	0	0	0	0	0	0	0	0	0	6.8386786362	0	0	0	0	0	8.8698519774	0
K07304	11.0429865880	0	20.8056720494	61.4061542584	17.3646118176	5.2812359766	25.4287864936	150.8349869172	18.9161061661	0	17.8115610624	1432.9307920111	5.6149176900	0	0	17.7543681381	64.8319222961	783.1296938925	31.5361818171
K07305	10.5934738943	0	0	46.5429932226	17.3610498362	0	23.1129750257	336.6092724577	0	0	22.5107061716	1347.9095614981	0	0	0	0	112.6295460110	828.0393557640	25.0508292755
K07306	0	0	0	41.4720007788	6.6562828334	0	0	17.0023282321	0	0	0	52.8412360361	0	0	0	0	0	6.6545889258	0
K07307	0	0	0	29.5762554398	11.9951427398	0	0	12.9373602759	0	0	0	47.1087213537	0	0	0	0	0	0	0
K07308	0	0	0	49.2360311989	7.2240408663	0	0	12.0679376534	0	0	0	24.0280409999	0	0	0	0	6.0240716724	8.2129042149	0
K07309	0	0	0	26.5213113784	0	0	0	0	0	0	0	21.5527417661	0	0	0	0	0	0	0
K07310	0	0	0	24.3248220505	0	0	0	12.9757559903	0	0	0	18.0231853599	0	0	0	0	0	0	0
K07311	0	0	0	16.6154833220	0	0	0	9.3052206682	0	0	0	23.0206015042	0	0	0	0	0	0	0
K07312	0	0	0	33.6220784221	0	0	0	0	0	0	0	22.6849038940	0	0	0	0	0	3.9405197502	0
K07313	0	0	0	23.6387496589	0	0	0	0	0	0	0	49.9517756544	0	0	0	0	0	0	0
K07314	0	0	0	17.6615802012	0	0	0	0	0	0	0	14.4607133190	0	0	0	0	0	0	0
K07315	0	0	0	0	0	0	0	5.7140606624	0	0	0	696.1082355004	0	0	0	0	0	357.3757384813	0
K07316	76.6751570626	45.0010314249	0	48.0497201100	44.6399806707	0	0	32.7605567048	43.6199495136	0	0	38.1877640588	0	0	0	0	0	36.5782275532	0
K07318	2.6847473026	0	0	0	0	0	0	129.5818349902	0	0	0	220.0172680863	0	0	0	0	81.5417473243	140.8911491252	0
K07319	93.1550733854	33.5062581084	53.3728861358	458.7965638308	186.4708568827	245.3943652813	53.2169568202	62.9712328133	59.3255994609	46.1802225421	48.3051739286	66.8730826085	36.3648779525	0	0	49.1396012147	37.1890260491	76.1087333678	0
K07320	6.3723369978	0	0	40.6702868676	11.6844524540	0	8.6006902427	441.0467203485	0	0	10.1799070951	944.3042094745	0	0	0	0	93.7010195069	599.1635327741	0
K07321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.4145377150	0
K07322	0	0	0	72.1787463321	25.6816125075	0	0	16.5332484092	0	0	15.4293279062	34.5386501454	0	0	0	0	9.1576597037	16.5885793262	0
K07323	0	6.6675719392	0	48.2114526730	11.6450741787	0	0	112.9758728862	0	0	0	367.2926143908	0	0	0	0	59.8173396841	216.9447537821	0
K07334	0	0	0	24.5416406287	0	0	0	0	0	20.1267325027	0	27.4930236353	0	0	0	0	15.8604166830	0	0
K07335	90.7088275193	37.5054224261	50.4286763227	190.7594907401	152.6023215920	113.8879131586	89.2642537501	82.3949806124	25.7089167304	43.8699329362	44.2646939151	40.5439318208	20.1740744605	103.7195088041	97.1504068068	66.8105054591	120.9162676890	111.5043224547	139.4283349532
K07336	12.3230296371	0	0	29.3821043602	0	0	6.1981959445	312.1980947408	0	0	6.1940918160	231.9414532011	0	0	0	0	35.5023743855	160.5281777934	0
K07337	0	0	0	44.4196916177	8.2653720665	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K07339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0000000000	0
K07340	0	0	9.6193372637	66.1797772473	9.4564093328	0	0	59.6015894408	0	0	0	69.5512827933	0	0	0	0	16.7972287837	31.0479445950	0
K07341	0	0	0	0	0	0	5.9701492537	0	0	0	0	0	0	0	0	0	0	0	0
K07342	0	0	0	0	0	0	0	0	0	0	0	0	6.8493150685	0	0	0	0	6.8965517241	0
K07343	0	0	0	18.4733619659	0	0	0	0	0	0	0	10.1499239397	0	0	0	0	0	0	0
K07345	0	0	0	98.5023586459	12.9566925074	0	14.5606652215	12.9413516581	0	0	19.8785780844	77.3574314856	0	0	0	0	0	30.9673623902	0
K07346	0	0	0	35.2626388962	0	0	0	13.0530782790	0	0	4.4464394422	60.4352709322	0	0	0	0	0	8.5572048046	0
K07347	0	0	0	179.3589197464	28.6074712904	0	14.1287806420	28.0113926468	0	0	25.1847258280	90.1509250346	0	0	0	0	0	19.8338553594	0
K07348	0	0	0	44.2900919203	10.0758436471	0	0	0	0	0	16.1067248624	26.1882083094	0	0	0	0	0	0	0
K07349	0	0	0	44.6848704606	0	0	0	0	0	0	8.5111463114	23.3972793387	0	0	0	0	0	0	0
K07350	0	0	0	43.5740493629	0	0	0	12.9384166044	0	0	0	23.9001450359	0	0	0	0	0	0	0
K07351	0	0	0	35.9348928847	5.8000865591	0	5.8826293551	5.7162880580	0	0	3.5361788291	29.9601238750	0	0	0	0	0	0	0
K07352	0	0	0	13.5778761902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K07353	0	0	0	9.1826636907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K07354	0	0	0	20.5651379957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K07355	0	0	2.3710792260	25.2546134055	0	0	2.3589434881	2.3687607353	0	0	0	0	0	0	0	0	0	6.8227577011	0
K07356	0	0	0	17.8296268154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K07357	0	0	0	16.6049911269	0	0	0	0	0	0	8.9592092919	45.4912020165	0	0	0	0	0	7.2514911009	0
K07358	0	0	0	19.5354930184	0	0	0	0	0	0	5.3275602833	19.4401947625	0	0	0	0	0	0	0
